DATA_SIZE	MILP_EF1_SCORE	BPS_EF1_SCORE
10	0.7773279352226721	0.6768111147866358
10	0.7491833030852993	0.7321711568938193
10	0.7973551147413457	0.738568274992116
10	0.7534307215582116	0.6923831317423994
10	0.7950819672131146	0.7950819672131146
10	0.8412631578947369	0.7401574803149606
10	0.8183788469874297	0.7567939456484348
10	0.7769097222222223	0.7113402061855669
10	0.771960958296362	0.7344078486334968
10	0.7335820895522387	0.7012987012987013
10	0.8206923376118243	0.738568274992116
10	0.8274622573687993	0.8274622573687993
10	0.8120163859808829	0.8120163859808829
10	0.7720494247976138	0.7703772706101535
10	0.8397383483237939	0.7677141096734442
10	0.787828947368421	0.6807387862796835
10	0.7795648060548721	0.7484874675885911
10	0.8401232454638823	0.7955435109906656
10	0.7702265372168285	0.6979166666666667
10	0.809306190278355	0.7527284066105395
10	0.7497781721384207	0.6902423051735429
10	0.7920104211897524	0.7109249113760877
10	0.7531319086219602	0.7154784842646115
10	0.8137432188065099	0.7396630934150076
10	0.7430799220272906	0.7430799220272906
10	0.7925724637681161	0.7553680981595092
10	0.7916142557651991	0.7441130298273155
10	0.7550575785869903	0.7550575785869903
10	0.7886840977282469	0.7232684328120013
10	0.8464193270060397	0.7628512679917752
10	0.8394446422214311	0.8394446422214311
10	0.7806244995996797	0.7088444157520982
10	0.8734729493891795	0.8675762439807382
10	0.7607090103397343	0.712998712998713
10	0.7714641227706347	0.7171824973319104
10	0.8482490272373542	0.8482490272373542
10	0.7247863247863248	0.6394557823129252
10	0.7953357458785684	0.7042436022027859
10	0.8326707625587279	0.8326707625587279
10	0.7826736370425691	0.7826736370425691
10	0.7856388595564943	0.7658130206726319
10	0.7507234394377842	0.7158566867683577
10	0.7216582064297798	0.6504723346828609
10	0.7005553182400683	0.6822327617657789
10	0.8067737733391229	0.75645883568722
10	0.821295914156005	0.7589202606267453
10	0.7725011307100859	0.6715376951179011
10	0.824777259227832	0.7329743427304403
10	0.7840858292355835	0.6829107672044783
10	0.694055099081682	0.6836776022681248
10	0.8271844660194174	0.7892436974789916
10	0.7665198237885462	0.7084275104940265
10	0.8585028126352229	0.8070822574695685
10	0.7625835189309575	0.6863711001642036
10	0.799061767005473	0.733375554148195
10	0.7814136125654451	0.7714987714987714
10	0.7675507020280813	0.7357774968394437
10	0.8074970714564623	0.7345776652957925
10	0.7747886241352805	0.7507807620237353
10	0.7365517241379312	0.6554621848739497
10	0.8498827208756842	0.8288614938361132
10	0.7655759748991483	0.6803035301880566
10	0.8027102431247509	0.7811000369139904
10	0.7343544857768054	0.7034035656401945
10	0.747914735866543	0.7333854573885847
10	0.8448788780280493	0.8042135851798038
10	0.7449209932279909	0.6733001658374793
10	0.7390924956369983	0.7063389391979302
10	0.8817021276595743	0.7301587301587301
10	0.8555507929704244	0.7976582510062202
10	0.7758146839418925	0.728948204639339
10	0.7770034843205575	0.7080103359173127
10	0.8274944567627496	0.8203665987780042
10	0.8872881355932204	0.8079710144927538
10	0.8025641025641026	0.7261146496815287
10	0.7284403669724773	0.6577181208053691
10	0.8188664288545382	0.7191802753762407
10	0.7629139072847683	0.7577639751552796
10	0.8556862745098041	0.8059701492537313
10	0.8195897865215573	0.7456883035434305
10	0.8597402597402597	0.7845018450184501
10	0.8066900038895372	0.738568274992116
10	0.7830188679245284	0.7228607918263091
10	0.7997138769670958	0.7484355444305382
10	0.7811634349030471	0.701606086221471
10	0.7713427713427714	0.7224528904503354
10	0.8085594191822698	0.7566055331053777
10	0.8126928162185986	0.7785687523417009
10	0.8254620123203286	0.7635239567233384
10	0.7435315478892419	0.6679986679986679
10	0.7596491228070176	0.7012987012987012
10	0.7649603460706561	0.7397605545053559
10	0.8384976525821596	0.8384976525821596
10	0.7511353315168029	0.6675549633577615
10	0.791150442477876	0.7736842105263158
10	0.7727071333628709	0.6915276414785738
10	0.8200473559589581	0.8002399520095981
10	0.7797091167080525	0.7573780677228954
10	0.7811088295687884	0.7597722960151803
10	0.7890222984562606	0.7228607918263091
20	0.645091693635383	0.645091693635383
20	0.6711452335252719	0.6172839506172838
20	0.6520985084980923	0.6103933390755097
20	0.637651821862348	0.5886644219977553
20	0.64	0.6324786324786323
20	0.6671796844940362	0.5901735804648426
20	0.6438356164383562	0.6076168493941142
20	0.630976430976431	0.5637342908438061
20	0.6537150647580096	0.612747723620782
20	0.6491285761262742	0.6303715117274441
20	0.6578759800427655	0.6139767054908485
20	0.6631753031973541	0.632183908045977
20	0.6599394550958627	0.6292075271667109
20	0.6591567428387513	0.6421442828628456
20	0.6696263411024787	0.5863545532400799
20	0.6623192514885171	0.6623192514885171
20	0.6813455657492354	0.6561307901907357
20	0.6238480871265011	0.6238480871265011
20	0.7881448957189902	0.7881448957189902
20	0.672239637756879	0.6417869790247889
20	0.6886664863402758	0.6751420070327293
20	0.6593406593406596	0.6433394720687539
20	0.6576506955177744	0.6576506955177744
20	0.6422161529457665	0.5851917930419267
20	0.640203932993445	0.6261919898283534
20	0.6360586261698749	0.6355108306327819
20	0.6967878573949875	0.6338479464025634
20	0.706794682422452	0.6432889963724304
20	0.6068788171006108	0.5645115351751637
20	0.7267534116153602	0.7267534116153602
20	0.6222753060615108	0.5905888982812061
20	0.6640515550574391	0.6394269036879809
20	0.6663927691043549	0.6366734832992501
20	0.5908295414770739	0.5374602256291583
20	0.6577946768060837	0.598019801980198
20	0.6413043478260869	0.6413043478260869
20	0.6468210216832047	0.6106594399277325
20	0.6993255236066738	0.6198507050041471
20	0.6422305764411027	0.6113585746102449
20	0.6825100133511349	0.6643524699599466
20	0.5783693843594011	0.5678627145085804
20	0.6635743519781719	0.6112554112554113
20	0.6816598036110231	0.6190610064661232
20	0.7034388832141641	0.6383941193101499
20	0.6149285906763676	0.5992594702363999
20	0.6781883194278903	0.6389776357827476
20	0.7192474674384948	0.6713021491782555
20	0.6901982079826229	0.6901982079826229
20	0.6239907727797003	0.6215921483097057
20	0.6281109267598958	0.625193332187661
20	0.6054872280037842	0.592788038698329
20	0.6652572233967583	0.5854865310610224
20	0.6604172966434836	0.6604172966434836
20	0.6560846560846562	0.6294032023289665
20	0.6803149606299214	0.6355244755244757
20	0.6365979381443299	0.6227168949771689
20	0.6752672318466643	0.6034728152576145
20	0.7317372621240026	0.7162383816293055
20	0.6294054823780705	0.5912995289553892
20	0.6793774319066148	0.5982195845697329
20	0.6032338308457712	0.5778688524590164
20	0.7336182336182338	0.6742957746478873
20	0.648588410104012	0.645475372279496
20	0.6075125702454895	0.5836358559061715
20	0.6714250553777996	0.6585555267926481
20	0.6460122699386504	0.6341040462427745
20	0.6451391274476126	0.6131078224101479
20	0.6911957950065702	0.6459921156373192
20	0.6515923566878981	0.6311377245508983
20	0.6472709786006251	0.5805001404889014
20	0.6653258246178599	0.5970785149117468
20	0.722635494155154	0.6509463233012721
20	0.6537091026886945	0.6145918090588555
20	0.6535211267605635	0.6164116828929067
20	0.6597281223449448	0.6522234891676169
20	0.6448626966985498	0.596539412249382
20	0.6535303776683087	0.6396871280394492
20	0.6772885283893395	0.6527929901423877
20	0.6573720397249808	0.6291980808773131
20	0.6546261089987325	0.6546261089987325
20	0.6240530303030303	0.6043046357615893
20	0.6738544474393532	0.6738544474393532
20	0.604810996563574	0.5522082480257384
20	0.7109036345448483	0.705220381369178
20	0.6952043772127454	0.6575420587396634
20	0.699873896595208	0.6724524076147816
20	0.6454121306376361	0.5990510083036774
20	0.6457461645746165	0.624527282549973
20	0.6370106761565837	0.6370106761565837
20	0.6370083816892329	0.6070816676185037
20	0.6409819297647461	0.554129766853425
20	0.6577337605592776	0.6154693091109276
20	0.6686371100164205	0.5828166519043401
20	0.6989869753979738	0.6529709228824272
20	0.6530925854782943	0.6107226107226107
20	0.6423562412342216	0.6151394422310756
20	0.6533700137551581	0.6130592503022975
20	0.6366440468846392	0.6337177375068643
20	0.712871287128713	0.6703617269544924
20	0.6453135536075523	0.6125563648976761
30	0.6143200962695547	0.6004077471967381
30	0.5892255892255891	0.5540907328421869
30	0.5598984771573604	0.5507246376811594
30	0.6158850637029005	0.5371309663155156
30	0.5654862282181	0.5372245384157237
