DATA_SIZE	MILP_EF1_SCORE	BPS_EF1_SCORE
10	0.7114779874213836	0.7057613168724279
10	0.6685552407932012	0.6444212721584983
10	0.664440734557596	0.664440734557596
10	0.7199191102123357	0.7199191102123357
10	0.7873563218390806	0.7873563218390806
10	0.8113462404322377	0.8113462404322377
10	0.7244488977955911	0.7244488977955911
10	0.7879377431906617	0.7879377431906617
10	0.8009280742459397	0.7815856777493607
10	0.7063106796116504	0.6979166666666667
10	0.728862973760933	0.7096451774112944
10	0.6730462519936204	0.6730462519936204
10	0.7329317269076304	0.7329317269076304
10	0.7514511873350923	0.7514511873350923
10	0.7140039447731756	0.7140039447731756
10	0.8361990950226245	0.8361990950226245
10	0.7547547547547546	0.7547547547547546
10	0.8473760231102554	0.8473760231102554
10	0.7196969696969696	0.7196969696969696
10	0.745572354211663	0.7432624113475176
10	0.7219554779572237	0.7012162876784769
10	0.7568922305764413	0.7568922305764413
10	0.7828627069133399	0.7828627069133399
10	0.7728085867620753	0.7728085867620753
10	0.8584428715874621	0.8584428715874621
10	0.778057372924006	0.778057372924006
10	0.7582176771365959	0.7253027405991077
10	0.7619047619047621	0.7619047619047621
10	0.6800847457627118	0.6800847457627118
10	0.7445328031809146	0.7445328031809146
10	0.7348560079443892	0.7348560079443892
10	0.8464163822525598	0.8464163822525598
10	0.7846938775510205	0.7846938775510205
10	0.7178757705073494	0.7178757705073494
10	0.8204334365325077	0.8204334365325077
10	0.7465393794749404	0.7465393794749404
10	0.8005822416302766	0.8005822416302766
10	0.8100134108180599	0.8100134108180599
10	0.7464503042596349	0.7464503042596349
10	0.8164967562557923	0.8164967562557923
10	0.7967269595176572	0.7794533459000942
10	0.7891696750902526	0.7612903225806451
10	0.7156250000000001	0.7156250000000001
10	0.735945485519591	0.7240829346092504
10	0.7290167865707434	0.7290167865707434
10	0.785646836638338	0.785646836638338
10	0.7371663244353182	0.7371663244353182
10	0.7464417501317872	0.7464417501317872
10	0.7024835276229093	0.7024835276229093
10	0.6512627619559376	0.6512627619559376
10	0.7192307692307692	0.7042553191489361
10	0.698053417836125	0.6948730711796915
10	0.7509677419354839	0.745974025974026
10	0.7839771101573677	0.7839771101573677
10	0.728	0.728
10	0.738615664845173	0.714428857715431
10	0.8001968503937007	0.8001968503937007
10	0.7550122249388752	0.7550122249388752
10	0.7805676855895197	0.7805676855895197
10	0.7451737451737452	0.7451737451737452
10	0.7614770459081837	0.7614770459081837
10	0.7591836734693879	0.7268292682926829
10	0.7589562140645733	0.7355652595827268
10	0.7530620308178587	0.7329892069450962
10	0.7154605263157894	0.702755905511811
10	0.7044534412955465	0.7044534412955465
10	0.8051948051948052	0.8051948051948052
10	0.7163029525032093	0.7163029525032093
10	0.7729999999999999	0.7729999999999999
10	0.7735191637630663	0.7735191637630663
10	0.7071935157041541	0.7071935157041541
10	0.7999999999999999	0.7999999999999999
10	0.8096085409252668	0.8037109375000001
10	0.6898496240601504	0.6773858921161825
10	0.7320717131474104	0.7320717131474104
10	0.7854368932038833	0.7854368932038833
10	0.7512415349887134	0.7493796526054591
10	0.7205284552845529	0.7205284552845529
