DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.010371882915496827	0.0011693744423233615	0.0003548669815063477	1.0674168877164433e-05	9.41777229309082e-05	2.163257685968672e-06
20	0.020720930099487306	0.0009257538386157228	0.0012856221199035644	6.275756447213072e-05	0.00016348838806152344	8.51512933950277e-06
30	0.043938534259796144	0.0014238765201226569	0.00410588264465332	0.00014160107457520838	0.00032102108001708985	9.608554318464856e-06
50	0.0697514033317566	0.0030467066538222265	0.015158853530883788	0.0005492517573003472	0.00039583683013916015	0.00015896871937153822
100	0.6522629189491272	0.02743474202875815	0.09588874340057373	0.0035778046414642983	0.0009270501136779785	4.628436782086742e-05
150	1.5212123203277588	0.07740748052610659	0.2848166227340698	0.009460279357618534	0.001289520263671875	6.491052845530777e-05
200	3.25396315574646	0.2060984811356471	0.6580470776557923	0.020038867966963355	0.0016193842887878417	8.15938332302269e-05
300	8.635337250232697	0.7105615298806821	2.066362476348877	0.050805440028891494	0.0027297282218933104	0.00011608600005442997
400	20.64418986558914	1.4318826239885711	4.738314380645752	0.13508913071382814	0.003559322357177734	0.0001456704165124792
500	29.199023678302765	2.3517206406301217	8.829309585094451	0.2628700889550291	0.004198174476623535	0.00019714108710874143
